ObjectID,ProjectID,AssetID,AreaID,Region,DataFormat,Orgnztion,URL,Notes,Contact,Email,FundType,FunderName,FundEnd,FundSec,ProjFocus,PhysFocus,BioFocus,InstiType,AssetType,StudyType,TidalExp,EcoType,Latitude,Longitude,Depth_m_,ProfileMin,ProfileMax,MeasType,MeasFreq,MeasPeriod,ProgDur,YearSamp,StartYr,EndYr,Ongoing,DataFreq,DiscSWpCO2,ATMpCO2,DiscSWpH,DiscTA,DiscDIC,SatState,DiscDO,isSWpCO2,isSWpH,isDIC,isDO,CalcPmtrs,Methods,Instrument,Temp,Salinity,Pressure,Turbidity,DOC,OtherPhys,Nutrients,Chlrophyl,Nitrate,Ammonium,Phosphate,Silicate,Iron,BioSamples,BioAbund,BioAdapt,BioBiomass,BioCalc,BioComm,BioDistr,BioDiv,BioEvol,BioFoodweb,BioGrRate,BioPhtosyn,BioRecr,BioSurv,BioMovmnt,BioBehvor,OtherBio,OAHFocus,DisCrbPmtr,ISCrbPmtr
CA500,PISCO Subtidal Kelpforest Surveys,SCI_VALLEY_CEN,,California,point,University of California Santa Cruz; University of California Santa Barbara; Oregon State University,https://search.dataone.org/#data,,Dan Malone,dmalone@ucsc.edu,External Funds,"The David and Lucile Packard Foundation, State of California - Ocean Protection Council",43617,Continued funding is likely from the same source,Biological,,,Academic,Sample Site,Field Survey,No,Nearshore,33.983617,-119.6384,,5,20,NA,Annual,June - September,18,1999 - Present,1999,Present,Yes,Annually,No,No,No,No,No,No,No,No,No,No,No,,visual survey,,No,No,No,No,No,,No,No,No,No,No,No,No,Shellfish; Fish; Coral; Seagrass; Kelp; Macroalgae; Benthic Invertebrates,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Non-OAH,0,0
CA251,MARINe/PISCO Rocky Intertidal,SCVA,,California,point,University of California Santa Cruz,http://www.piscoweb.org/access-data,,Pete Raimondi; Rani Gaddam,raimondi@ucsc.edu; gaddam@ucsc.edu,External Funds,"The David and Lucile Packard Foundation, The Gordon and Betty Moore Foundation, and many other sources",,Continued funding is likely from the same source,Biological,,,Academic,Sample Site,Field Survey,Yes,Intertidal,33.969025,-119.644121,0,,,NA,Annual,spring & fall (south of SF); summer (north of SF),9,2008 - present,2008,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,,No,No,No,No,No,No,No,Shellfish; Seagrass; Kelp; Intertidal Invertebrates; Algae,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,,Non-OAH,0,0
CA70,CalCOFI,calcofi_stn50.0_ln86.7,,California,point,Scripps Institution of Oceanography; National Oceanic and Atmospheric Administration; California Department of Wildlife,http://coastwatch.pfeg.noaa.gov/erddap/search/index.html?page=1&itemsPerPage=1000&searchFor=Calcofi,"Domoic acid, HAB species collections made",Ralf Goericke,rgoericke@ucsd.edu,,,,,Physical/Biogeochemical & Biological,,,Academic/Agency,Cruise Station,Cruise,No,Offshore,33.3229,-119.6633,,0,68,spot,Quarterly,"spring, summer, fall, winter (standard 75 station survey)",68,1949 - Present,1949,Present,Yes,n/a;  reports published,No,No,No,No,No,No,Yes,No,Yes,No,Yes,,CTD sensors + bottle samples; plankton nets,http://calcofi.org/field-work/ctd-rosette-ops.html,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Ammonia,Yes,silicic acid,No,Phytoplankton; Zooplankton; Fish Eggs,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,,OAH,0,1
CA498,PISCO Subtidal Kelpforest Surveys,SCI_VALLEY_W,,California,point,University of California Santa Cruz; University of California Santa Barbara; Oregon State University,https://search.dataone.org/#data,,Dan Malone,dmalone@ucsc.edu,External Funds,"The David and Lucile Packard Foundation, State of California - Ocean Protection Council",43617,Continued funding is likely from the same source,Biological,,,Academic,Sample Site,Field Survey,No,Nearshore,33.9817,-119.6637,,5,20,NA,Annual,June - September,18,1999 - Present,1999,Present,Yes,Annually,No,No,No,No,No,No,No,No,No,No,No,,visual survey,,No,No,No,No,No,,No,No,No,No,No,No,No,Shellfish; Fish; Coral; Seagrass; Kelp; Macroalgae; Benthic Invertebrates,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Non-OAH,0,0
CA252,MARINe/PISCO Rocky Intertidal,SCVL,,California,point,University of California Santa Cruz,http://www.piscoweb.org/access-data,,Pete Raimondi; Rani Gaddam,raimondi@ucsc.edu; gaddam@ucsc.edu,External Funds,"The David and Lucile Packard Foundation, The Gordon and Betty Moore Foundation, and many other sources",,Continued funding is likely from the same source,Biological,,,Academic,Sample Site,Field Survey,Yes,Intertidal,33.983724,-119.665876,0,,,NA,Annual,spring & fall (south of SF); summer (north of SF),15,2002 - present,2002,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,,No,No,No,No,No,No,No,Shellfish; Seagrass; Kelp; Intertidal Invertebrates; Algae,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,,Non-OAH,0,0
CA953,SBC LTER,Santa Cruz Island,,California,point,University of California Santa Barbara; Channel Islands National Park Service,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.93,surrounded by large shallow eelgrass bed,Gretchen Hofmann,gretchen.hofmann@lifesci.ucsb.edu,,,,,Physical/Biogeochemical,,,Academic,Mooring,in situ,No,Nearshore,34.0204,-119.684,3,,,continuous,30,Year-Round,3,2012 - Present,2012,Present,Yes,,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,in situ,SeaFET; Seabird 37 CTD; MicroCAT C-T-ODO,Yes,Yes,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,1,1
CA458,Ocean Margins Ecosystem Group for Acidification Studies,Stearns Wharf/Santa Barbara Harbor (SBH),,California,point,University of California Santa Barbara,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.6004; http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.75,,Gretchen Hofmann; Libe Washburn,hofmann@lifesci.ucsb.edu; washburn@icess.ucsb.edu,,,,,Physical/Biogeochemical,,,Academic,Mooring,in situ,No,Nearshore,34.40934,-119.685,4,,,continuous,20,Year-Round,5,2012 - Present,2012,Present,Yes,,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,,in situ & bottle samples,"CTD, SeaFET pH and Oxygen Sensors",Yes,Yes,Yes,No,No,,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,,OAH,3,1
CA957,SCCOOS,Stearns Wharf,,California,point,University of California Santa Cruz; Redwood National Park,http://www.sccoos.org/query/?project=Harmful%20Algal%20Blooms&study[]=Santa%20Cruz%20Wharf,data from Tessa Hill,Tessa Hill,tmhill@ucdavis.edu,,,,,Biological,,,Agency,Sample Site,Field Survey,,Nearshore,34.408,-119.685,,,,NA,Weekly,,4,2008-2012,2008,2012,No,,No,No,No,No,No,No,No,No,No,No,No,,field survey,,No,No,No,No,No,No,No,No,No,No,No,No,No,Phytoplankton,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Non-OAH,0,0
CA261,MARINe/PISCO Rocky Intertidal,SCPH,,California,point,University of California Santa Cruz,http://www.piscoweb.org/access-data,,Pete Raimondi; Rani Gaddam,raimondi@ucsc.edu; gaddam@ucsc.edu,External Funds,"The David and Lucile Packard Foundation, The Gordon and Betty Moore Foundation, and many other sources",,Continued funding is likely from the same source,Biological,,,Academic,Sample Site,Field Survey,Yes,Intertidal,34.020197,-119.686633,0,,,NA,Annual,spring & fall (south of SF); summer (north of SF),23,1994 - present,1994,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,,No,No,No,No,No,No,No,Shellfish; Seagrass; Kelp; Intertidal Invertebrates; Algae,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,,Non-OAH,0,0
CA409,NPS Channel Islands Intertidal Monitoring  program,Prisoner's Harbor,,California,point,Channel Islands National Park (U.S. National Park Service),,,David Kushner,David_kushner@nps.gov,,,,,Biological,,,Agency,Sample Site,Field Survey,,Intertidal,34.020383333333335,-119.6867,,6,15,NA,Annual,,23,1994-present,1994,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,field survey,,Yes,Yes,Yes,No,No,,No,No,No,No,No,No,No,Shellfish; Fish; Kelp,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,,Non-OAH,0,0
CA531,PISCO Subtidal Kelpforest Surveys,SCI_PELICAN_E,,California,point,University of California Santa Cruz; University of California Santa Barbara; Oregon State University,https://search.dataone.org/#data,,Dan Malone,dmalone@ucsc.edu,External Funds,"The David and Lucile Packard Foundation, State of California - Ocean Protection Council",43617,Continued funding is likely from the same source,Biological,,,Academic,Sample Site,Field Survey,No,Nearshore,34.02805,-119.690917,,5,20,NA,Annual,June - September,18,1999 - Present,1999,Present,Yes,Annually,No,No,No,No,No,No,No,No,No,No,No,,visual survey,,No,No,No,No,No,,No,No,No,No,No,No,No,Shellfish; Fish; Coral; Seagrass; Kelp; Macroalgae; Benthic Invertebrates,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Non-OAH,0,0
CA532,PISCO Subtidal Kelpforest Surveys,SCI_PELICAN_CEN,,California,point,University of California Santa Cruz; University of California Santa Barbara; Oregon State University,https://search.dataone.org/#data,,Dan Malone,dmalone@ucsc.edu,External Funds,"The David and Lucile Packard Foundation, State of California - Ocean Protection Council",43617,Continued funding is likely from the same source,Biological,,,Academic,Sample Site,Field Survey,No,Nearshore,34.03065,-119.69665,,5,20,NA,Annual,June - September,18,1999 - Present,1999,Present,Yes,Annually,No,No,No,No,No,No,No,No,No,No,No,,visual survey,,No,No,No,No,No,,No,No,No,No,No,No,No,Shellfish; Fish; Coral; Seagrass; Kelp; Macroalgae; Benthic Invertebrates,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Non-OAH,0,0
CA535,PISCO Subtidal Kelpforest Surveys,SCI_PELICAN_FAR_WEST,,California,point,University of California Santa Cruz; University of California Santa Barbara; Oregon State University,https://search.dataone.org/#data,,Dan Malone,dmalone@ucsc.edu,External Funds,"The David and Lucile Packard Foundation, State of California - Ocean Protection Council",43617,Continued funding is likely from the same source,Biological,,,Academic,Sample Site,Field Survey,No,Nearshore,34.0324,-119.698883,,5,20,NA,Annual,June - September,18,1999 - Present,1999,Present,Yes,Annually,No,No,No,No,No,No,No,No,No,No,No,,visual survey,,No,No,No,No,No,,No,No,No,No,No,No,No,Shellfish; Fish; Coral; Seagrass; Kelp; Macroalgae; Benthic Invertebrates,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Non-OAH,0,0
CA538,PISCO Subtidal Kelpforest Surveys,SCI_PELICAN_W,,California,point,University of California Santa Cruz; University of California Santa Barbara; Oregon State University,https://search.dataone.org/#data,,Dan Malone,dmalone@ucsc.edu,External Funds,"The David and Lucile Packard Foundation, State of California - Ocean Protection Council",43617,Continued funding is likely from the same source,Biological,,,Academic,Sample Site,Field Survey,No,Nearshore,34.035867,-119.7023,,5,20,NA,Annual,June - September,18,1999 - Present,1999,Present,Yes,Annually,No,No,No,No,No,No,No,No,No,No,No,,visual survey,,No,No,No,No,No,,No,No,No,No,No,No,No,Shellfish; Fish; Coral; Seagrass; Kelp; Macroalgae; Benthic Invertebrates,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Non-OAH,0,0
CA808,Reef Check California,Pelican Anchorage,,California,point,Reef Check Foundation,data.reefcheck.org,,Jan Freiwald,jfreiwald@reefcheck.org,,,,,Biological,,,Nonprofit,Sample Site,Field Survey,,Nearshore,34.035648,-119.702499,,20,30,NA,Annual,,12,2005 - Present,2005,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,Field study,,No,No,No,No,No,No,No,No,No,No,No,No,No,Shellfish; Fish; Seagrass; Kelp,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,Non-OAH,0,0
CA439,NPS Channel Islands Kelp Forest Monitoring program,Pelican Bay,,California,point,Channel Islands National Park (U.S. National Park Service),http://www.esapubs.org/archive/ecol/E094/245/,,David Kushner,David_kushner@nps.gov,,,,,Biological,,,Agency,Sample Site,Field Survey,,Nearshore,34.035,-119.703,,6,15,NA,Annual,,31,1982-present,1982,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,field survey,,Yes,Yes,Yes,No,No,,No,No,No,No,No,No,No,Shellfish; Fish; Kelp,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,,Non-OAH,0,0
CA268,MARINe/PISCO Rocky Intertidal,SCOC,,California,point,University of California Santa Cruz,http://www.piscoweb.org/access-data,,Pete Raimondi; Rani Gaddam,raimondi@ucsc.edu; gaddam@ucsc.edu,External Funds,"The David and Lucile Packard Foundation, The Gordon and Betty Moore Foundation, and many other sources",,Continued funding is likely from the same source,Biological,,,Academic,Sample Site,Field Survey,Yes,Intertidal,34.04508,-119.72188,0,,,NA,Annual,spring & fall (south of SF); summer (north of SF),23,1994 - present,1994,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,,No,No,No,No,No,No,No,Shellfish; Seagrass; Kelp; Intertidal Invertebrates; Algae,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,,Non-OAH,0,0
CA411,NPS Channel Islands Intertidal Monitoring  program,Orizaba Cove,,California,point,Channel Islands National Park (U.S. National Park Service),,,David Kushner,David_kushner@nps.gov,,,,,Biological,,,Agency,Sample Site,Field Survey,,Intertidal,34.04508333333333,-119.72188333333334,,6,15,NA,Annual,,23,1994-present,1994,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,field survey,,Yes,Yes,Yes,No,No,,No,No,No,No,No,No,No,Shellfish; Fish; Kelp,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,,Non-OAH,0,0
CA457,Ocean Margins Ecosystem Group for Acidification Studies,Mohawk (MKO),,California,point,University of California Santa Barbara,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.6003; http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.75,,Gretchen Hofmann; Libe Washburn,hofmann@lifesci.ucsb.edu; washburn@icess.ucsb.edu,,,,,Physical/Biogeochemical,,,Academic,Mooring,in situ,No,Nearshore,34.39323,-119.73,4,,,continuous,20,Year-Round,6,2011 - Present,2011,Present,Yes,,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,,in situ & bottle samples,"CTD, SeaFET pH and Oxygen Sensors",Yes,Yes,Yes,No,No,,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,,OAH,3,1
CA250,MARINe/PISCO Rocky Intertidal,SCWA,,California,point,University of California Santa Cruz,http://www.piscoweb.org/access-data,,Pete Raimondi; Rani Gaddam,raimondi@ucsc.edu; gaddam@ucsc.edu,External Funds,"The David and Lucile Packard Foundation, The Gordon and Betty Moore Foundation, and many other sources",,Continued funding is likely from the same source,Biological,,,Academic,Sample Site,Field Survey,Yes,Intertidal,33.961885,-119.754935,0,,,NA,Annual,spring & fall (south of SF); summer (north of SF),23,1994 - present,1994,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,,No,No,No,No,No,No,No,Shellfish; Seagrass; Kelp; Intertidal Invertebrates; Algae,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,,Non-OAH,0,0
CA403,NPS Channel Islands Intertidal Monitoring  program,Willows Anchorage,,California,point,Channel Islands National Park (U.S. National Park Service),,,David Kushner,David_kushner@nps.gov,,,,,Biological,,,Agency,Sample Site,Field Survey,,Intertidal,33.96183333333333,-119.75495,,6,15,NA,Annual,,23,1994-present,1994,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,field survey,,Yes,Yes,Yes,No,No,,No,No,No,No,No,No,No,Shellfish; Fish; Kelp,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,,Non-OAH,0,0
CA427,NPS Channel Islands Kelp Forest Monitoring program,Fry's Harbor,,California,point,Channel Islands National Park (U.S. National Park Service),http://www.esapubs.org/archive/ecol/E094/245/,,David Kushner,David_kushner@nps.gov,,,,,Biological,,,Agency,Sample Site,Field Survey,,Nearshore,34.056,-119.755,,6,15,NA,Annual,,31,1982-present,1982,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,field survey,,Yes,Yes,Yes,No,No,,No,No,No,No,No,No,No,Shellfish; Fish; Kelp,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,,Non-OAH,0,0
CA805,Reef Check California,Frys Anchorage,,California,point,Reef Check Foundation,data.reefcheck.org,,Jan Freiwald,jfreiwald@reefcheck.org,,,,,Biological,,,Nonprofit,Sample Site,Field Survey,,Nearshore,34.054161,-119.755997,,20,30,NA,Annual,,12,2005 - Present,2005,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,Field study,,No,No,No,No,No,No,No,No,No,No,No,No,No,Shellfish; Fish; Seagrass; Kelp,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,Non-OAH,0,0
OR187,2007 West Coast OA Cruise,WCOA2007 - 10-79,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2007,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,33.2,-119.76,,10,53,spot,Once,,1,2007,2007,2007,No,,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,,Deep cast rosette; underway optical sensors ,"Seabird 24-position carousel s/n 471; 9plus CTD s/n 315;
primary 3plus temperature sensor s/n 03P-4569 (stations 1-34) and 03P-4335 (stations 35-111);
primary 4C conductivity sensor s/n 04-3157 (stations 1-34) and 04-2887 (stations 35-111);
secondary 3plus temperature sensor s/n 03P-4341 and secondary 4C conductivity sensor s/n 04-
3068; and oxygen s/n 43-0313 (stations 1-34) and 43-0315 (stations 35-111)",Yes,Yes,Yes,No,Yes,Total Carbon; Ar and O2 isotopes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,CDOM,OAH,3,0
CA867,Rockfish Recruitment and Ecosystem Assessment Survey,San Nicolas_414,,California,point,"National Oceanic and Atmospheric Administration - Southwest Fisheries Science Center, Fisheries Ecology Division",https://swfsc.noaa.gov/textblock.aspx?Division=FED&ParentMenuId=54&id=19387,,Keith Sakuma; John Field,keith.sakuma@noaa.gov; john.field@noaa.gov,Dedicated Program Funds,NOAA ,Indefinite,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,,,Agency,Cruise Station,Cruise,No,Offshore,33.38333333,-119.7633301,,30,45,spot,Annual,May - mid June; Spring,13,2004 - Present,2004,Present,Yes,Data uploaded to ERDDAP once a year,No,No,No,No,No,No,Yes,No,No,No,No,,"CTD vertical casts, Thermosalinometer flow through at surface; nets","CTD, SBE 19+, Thermosalinometer, SBE 21 and 92",Yes,Yes,Yes,No,No,"PAR, Density, Transmissivity",No,Yes,No,No,No,No,No,Zooplankton; Fish; Epi-pelagic Invertebrates,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,H,0,0
CA78,CalCOFI,calcofi_stn43.5_ln81.7,,California,point,Scripps Institution of Oceanography; National Oceanic and Atmospheric Administration; California Department of Wildlife,http://coastwatch.pfeg.noaa.gov/erddap/search/index.html?page=1&itemsPerPage=1000&searchFor=Calcofi,"Domoic acid, HAB species collections made",Ralf Goericke,rgoericke@ucsd.edu,,,,,Physical/Biogeochemical & Biological,,,Academic/Agency,Cruise Station,Cruise,No,Nearshore,34.4056,-119.8004,,0,15,spot,Quarterly,"spring, summer, fall, winter (standard 75 station survey)",13,2004 - Present,2004,Present,Yes,n/a;  reports published,No,No,No,No,No,No,Yes,No,Yes,No,Yes,,CTD sensors + bottle samples; plankton nets,http://calcofi.org/field-work/ctd-rosette-ops.html,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Ammonia,Yes,silicic acid,No,Phytoplankton; Zooplankton; Fish Eggs,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,,OAH,0,1
CA804,Reef Check California,Cueva Valdez,,California,point,Reef Check Foundation,data.reefcheck.org,,Jan Freiwald,jfreiwald@reefcheck.org,,,,,Biological,,,Nonprofit,Sample Site,Field Survey,,Nearshore,34.055,-119.809998,,20,30,NA,Annual,,12,2005 - Present,2005,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,Field study,,No,No,No,No,No,No,No,No,No,No,No,No,No,Shellfish; Fish; Seagrass; Kelp,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,Non-OAH,0,0
CA563,PISCO Subtidal Kelpforest Surveys,SCI_HAZARDS_E,,California,point,University of California Santa Cruz; University of California Santa Barbara; Oregon State University,https://search.dataone.org/#data,,Dan Malone,dmalone@ucsc.edu,External Funds,"The David and Lucile Packard Foundation, State of California - Ocean Protection Council",43617,Continued funding is likely from the same source,Biological,,,Academic,Sample Site,Field Survey,No,Nearshore,34.054383,-119.81935,,5,20,NA,Annual,June - September,18,1999 - Present,1999,Present,Yes,Annually,No,No,No,No,No,No,No,No,No,No,No,,visual survey,,No,No,No,No,No,,No,No,No,No,No,No,No,Shellfish; Fish; Coral; Seagrass; Kelp; Macroalgae; Benthic Invertebrates,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Non-OAH,0,0
CA564,PISCO Subtidal Kelpforest Surveys,SCI_HAZARDS_CEN,,California,point,University of California Santa Cruz; University of California Santa Barbara; Oregon State University,https://search.dataone.org/#data,,Dan Malone,dmalone@ucsc.edu,External Funds,"The David and Lucile Packard Foundation, State of California - Ocean Protection Council",43617,Continued funding is likely from the same source,Biological,,,Academic,Sample Site,Field Survey,No,Nearshore,34.056583,-119.821167,,5,20,NA,Annual,June - September,18,1999 - Present,1999,Present,Yes,Annually,No,No,No,No,No,No,No,No,No,No,No,,visual survey,,No,No,No,No,No,,No,No,No,No,No,No,No,Shellfish; Fish; Coral; Seagrass; Kelp; Macroalgae; Benthic Invertebrates,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Non-OAH,0,0
CA493,PISCO Subtidal Kelpforest Surveys,SCI_GULL_ISLE_E,,California,point,University of California Santa Cruz; University of California Santa Barbara; Oregon State University,https://search.dataone.org/#data,,Dan Malone,dmalone@ucsc.edu,External Funds,"The David and Lucile Packard Foundation, State of California - Ocean Protection Council",43617,Continued funding is likely from the same source,Biological,,,Academic,Sample Site,Field Survey,No,Nearshore,33.946467,-119.823183,,5,20,NA,Annual,June - September,18,1999 - Present,1999,Present,Yes,Annually,No,No,No,No,No,No,No,No,No,No,No,,visual survey,,No,No,No,No,No,,No,No,No,No,No,No,No,Shellfish; Fish; Coral; Seagrass; Kelp; Macroalgae; Benthic Invertebrates,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Non-OAH,0,0
CA566,PISCO Subtidal Kelpforest Surveys,SCI_HAZARDS_W,,California,point,University of California Santa Cruz; University of California Santa Barbara; Oregon State University,https://search.dataone.org/#data,,Dan Malone,dmalone@ucsc.edu,External Funds,"The David and Lucile Packard Foundation, State of California - Ocean Protection Council",43617,Continued funding is likely from the same source,Biological,,,Academic,Sample Site,Field Survey,No,Nearshore,34.0581,-119.824833,,5,20,NA,Annual,June - September,18,1999 - Present,1999,Present,Yes,Annually,No,No,No,No,No,No,No,No,No,No,No,,visual survey,,No,No,No,No,No,,No,No,No,No,No,No,No,Shellfish; Fish; Coral; Seagrass; Kelp; Macroalgae; Benthic Invertebrates,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Non-OAH,0,0
CA496,PISCO Subtidal Kelpforest Surveys,SCI_GULL_ISLE_W,,California,point,University of California Santa Cruz; University of California Santa Barbara; Oregon State University,https://search.dataone.org/#data,,Dan Malone,dmalone@ucsc.edu,External Funds,"The David and Lucile Packard Foundation, State of California - Ocean Protection Council",43617,Continued funding is likely from the same source,Biological,,,Academic,Sample Site,Field Survey,No,Nearshore,33.948167,-119.82795,,5,20,NA,Annual,June - September,18,1999 - Present,1999,Present,Yes,Annually,No,No,No,No,No,No,No,No,No,No,No,,visual survey,,No,No,No,No,No,,No,No,No,No,No,No,No,Shellfish; Fish; Coral; Seagrass; Kelp; Macroalgae; Benthic Invertebrates,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Non-OAH,0,0
CA429,NPS Channel Islands Kelp Forest Monitoring program,Gull Island South,,California,point,Channel Islands National Park (U.S. National Park Service),http://www.esapubs.org/archive/ecol/E094/245/,,David Kushner,David_kushner@nps.gov,,,,,Biological,,,Agency,Sample Site,Field Survey,,Nearshore,33.95,-119.828,,6,15,NA,Annual,,31,1982-present,1982,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,field survey,,Yes,Yes,Yes,No,No,,No,No,No,No,No,No,No,Shellfish; Fish; Kelp,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,,Non-OAH,0,0
CA568,PISCO Subtidal Kelpforest Surveys,SCI_PAINTED_CAVE_E,,California,point,University of California Santa Cruz; University of California Santa Barbara; Oregon State University,https://search.dataone.org/#data,,Dan Malone,dmalone@ucsc.edu,External Funds,"The David and Lucile Packard Foundation, State of California - Ocean Protection Council",43617,Continued funding is likely from the same source,Biological,,,Academic,Sample Site,Field Survey,No,Nearshore,34.0719,-119.85755,,5,20,NA,Annual,June - September,18,1999 - Present,1999,Present,Yes,Annually,No,No,No,No,No,No,No,No,No,No,No,,visual survey,,No,No,No,No,No,,No,No,No,No,No,No,No,Shellfish; Fish; Coral; Seagrass; Kelp; Macroalgae; Benthic Invertebrates,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Non-OAH,0,0
CA573,PISCO Subtidal Kelpforest Surveys,IV_REEF_E,,California,point,University of California Santa Cruz; University of California Santa Barbara; Oregon State University,https://search.dataone.org/#data,,Dan Malone,dmalone@ucsc.edu,External Funds,"The David and Lucile Packard Foundation, State of California - Ocean Protection Council",43617,Continued funding is likely from the same source,Biological,,,Academic,Sample Site,Field Survey,No,Nearshore,34.40295,-119.864517,,5,20,NA,Annual,June - September,18,1999 - Present,1999,Present,Yes,Annually,No,No,No,No,No,No,No,No,No,No,No,,visual survey,,No,No,No,No,No,,No,No,No,No,No,No,No,Shellfish; Fish; Coral; Seagrass; Kelp; Macroalgae; Benthic Invertebrates,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Non-OAH,0,0
